Price_ID,Company_ID,Price_Date,Open_Price,High_Price,Low_Price,Close_Price,Volume
PRC000091,CMP085,2021-05-30,212.85,218.72,212.11,216.92,672631
PRC000092,CMP061,2023-01-28,113.18,119.92,111.56,119.39,452520
PRC000093,CMP034,2023-06-19,22.92,24.28,20.29,20.62,1303535
PRC000094,CMP037,2022-06-26,51.31,58.48,48.31,50.64,1061418
PRC000095,CMP042,2024-11-04,74.33,83.68,74.01,80.43,3995275
PRC000096,CMP018,2023-11-29,238.92,270.13,205.42,240.92,4524872
PRC000097,CMP073,2022-06-09,96.75,105.42,87.59,98.93,4392099
PRC000098,CMP030,2024-07-06,323.5,349.4,279.39,313.11,752233
PRC000099,CMP001,2022-12-07,226.51,238.94,217.68,224.13,1144371
PRC000100,CMP062,2021-09-05,178.5,191.06,178.28,190.06,77609
PRC000101,CMP071,2022-02-04,385.28,431.4,350.78,415.02,1582848
PRC000102,CMP083,2022-03-09,211.75,229.55,199.21,204.16,3174897
PRC000103,CMP079,2024-07-11,118.09,119.49,107.01,113.46,2281569
PRC000104,CMP009,2021-01-08,149.49,166.15,131.35,145.72,1147085
PRC000105,CMP080,2022-10-04,151.9,166.41,137.83,145.61,1576292
PRC000106,CMP014,2021-07-31,167.12,170.93,142.81,143.43,2259172
PRC000107,CMP002,2022-10-07,71.27,75.96,71.18,71.61,1822905
PRC000108,CMP060,2023-11-28,177.54,185.84,156.25,185.78,267230
PRC000109,CMP051,2020-05-26,171.82,193.56,147.29,149.88,4557624
PRC000110,CMP002,2020-09-06,240.37,247.3,210.03,240.49,2089447
PRC000111,CMP026,2022-08-01,198.55,227.59,191.19,227.39,789196
PRC000112,CMP040,2021-10-23,265.36,304.45,246.54,286.0,1331529
PRC000113,CMP033,2022-09-12,318.29,320.3,273.53,297.89,2507625
PRC000114,CMP015,2021-04-28,107.37,121.66,93.46,99.6,3643011
PRC000115,CMP032,2020-01-19,169.01,173.25,162.01,163.35,353265
PRC000116,CMP012,2021-05-24,294.73,325.27,264.3,273.75,1323870
PRC000117,CMP081,2020-05-02,254.96,281.19,242.02,280.0,502430
PRC000118,CMP063,2021-04-21,184.2,188.45,169.38,171.43,2658003
PRC000119,CMP057,2024-02-10,491.02,549.1,435.29,526.97,1619710
PRC000120,CMP006,2022-09-20,20.46,21.62,18.24,19.09,3671016
PRC000121,CMP070,2021-12-13,283.92,307.03,263.05,287.97,2716231
PRC000122,CMP071,2020-11-24,368.88,384.11,322.88,378.87,578778
PRC000123,CMP059,2020-01-02,270.26,288.48,237.04,264.9,4245281
PRC000124,CMP080,2021-05-04,195.73,201.18,195.18,200.32,2691177
PRC000125,CMP068,2023-10-31,363.29,399.16,333.92,359.2,4174744
PRC000126,CMP042,2020-08-14,385.21,394.12,368.85,379.21,808456
PRC000127,CMP005,2021-02-17,266.37,269.03,233.0,237.68,899043
PRC000128,CMP085,2022-09-30,247.83,251.5,226.6,247.42,4411909
PRC000129,CMP010,2020-01-27,315.75,343.71,313.43,320.11,1752022
PRC000130,CMP082,2020-05-04,331.32,377.46,289.97,330.92,3028667
PRC000131,CMP008,2024-08-13,283.43,323.32,265.75,287.0,2230823
PRC000132,CMP028,2022-11-29,269.22,298.87,235.52,240.46,815695
PRC000133,CMP085,2021-05-24,59.6,61.67,56.16,57.22,4782738
PRC000134,CMP014,2024-04-18,316.41,324.9,280.85,299.14,4837566
PRC000135,CMP022,2024-06-10,185.4,198.16,166.9,194.5,1514275
PRC000136,CMP077,2022-06-26,279.48,300.64,251.91,277.93,2956508
PRC000137,CMP053,2024-04-14,452.22,489.53,384.6,473.25,3613034
PRC000138,CMP049,2024-04-17,414.82,434.95,399.84,419.0,4616736
PRC000139,CMP051,2020-01-01,463.81,481.49,396.91,434.76,291773
PRC000140,CMP039,2020-01-14,491.65,535.59,453.48,535.05,2520383
PRC000141,CMP036,2023-02-07,492.35,508.22,469.09,499.28,4289856
PRC000142,CMP046,2020-11-15,282.6,321.85,276.04,277.77,1162052
PRC000143,CMP039,2020-07-07,139.84,158.5,134.6,140.72,4786593
PRC000144,CMP062,2020-12-20,205.9,234.25,183.22,220.14,4096959
PRC000145,CMP077,2023-08-08,414.6,457.49,378.76,450.22,2520881
PRC000146,CMP043,2021-12-13,28.31,31.74,26.69,30.63,3644209
PRC000147,CMP084,2024-10-05,214.1,241.97,186.17,198.82,96918
PRC000148,CMP041,2023-01-10,320.6,351.0,318.0,335.3,4739832
PRC000149,CMP051,2022-07-01,83.29,89.57,80.53,80.99,4993330
PRC000150,CMP019,2020-09-27,291.87,295.81,272.96,290.93,2820983
PRC000151,CMP011,2022-03-27,50.45,54.77,50.08,51.95,4210597
PRC000152,CMP026,2022-09-26,222.9,246.23,197.42,220.89,3317174
PRC000153,CMP032,2021-05-11,329.6,339.3,299.15,328.69,601993
PRC000154,CMP015,2023-10-07,140.47,149.53,126.04,139.57,3470377
PRC000155,CMP004,2024-04-25,217.53,228.9,207.06,220.03,2558005
PRC000156,CMP080,2020-10-25,92.94,97.82,81.49,94.6,3695875
PRC000157,CMP011,2020-08-18,31.99,35.92,31.03,32.86,458498
PRC000158,CMP037,2020-01-29,129.09,141.11,126.23,138.62,2880568
PRC000159,CMP027,2024-02-24,349.96,355.8,326.33,327.0,4514116
PRC000160,CMP080,2024-02-03,113.82,123.15,101.01,113.16,1186708
PRC000161,CMP068,2020-03-30,350.58,385.72,330.78,380.56,2143923
PRC000162,CMP007,2022-08-10,93.46,97.44,82.4,91.69,70912
PRC000163,CMP047,2024-11-05,42.63,46.85,38.39,46.11,906058
PRC000164,CMP049,2022-11-07,19.35,21.87,17.47,18.49,836536
PRC000165,CMP026,2022-10-22,452.9,485.83,412.34,418.81,3842867
PRC000166,CMP040,2021-11-14,284.74,315.17,283.04,312.67,4110854
PRC000167,CMP081,2021-09-11,202.77,207.55,192.22,197.61,1982429
PRC000168,CMP033,2024-12-04,498.04,571.15,477.43,483.24,3248822
PRC000169,CMP036,2021-04-06,446.3,500.85,444.33,475.7,1273620
PRC000170,CMP067,2023-10-20,177.48,187.94,173.83,184.13,1908804
PRC000171,CMP078,2021-11-05,214.49,232.92,200.77,210.81,3768904
PRC000172,CMP026,2024-11-01,275.69,284.24,269.96,277.69,1159547
PRC000173,CMP019,2023-09-05,161.41,178.48,148.73,152.75,4739257
PRC000174,CMP016,2021-01-12,459.38,481.26,420.98,478.16,2665201
PRC000175,CMP053,2022-04-22,421.37,430.57,419.51,423.03,2545668
PRC000176,CMP036,2020-11-07,227.07,258.87,196.62,254.71,1577501
PRC000177,CMP035,2023-05-25,62.32,64.05,55.19,60.61,4757702
PRC000178,CMP011,2023-11-10,310.06,337.8,299.32,300.32,3999029
PRC000179,CMP024,2024-10-11,75.7,85.31,70.38,80.08,3251252
PRC000180,CMP002,2021-07-06,250.81,255.98,243.54,243.94,3465864
PRC000181,CMP023,2022-06-18,119.05,131.04,115.43,118.62,4110938
PRC000182,CMP006,2023-05-30,347.05,392.17,300.84,339.89,3191809
PRC000183,CMP069,2022-12-11,362.9,384.36,311.78,353.29,324061
PRC000184,CMP032,2022-11-28,265.12,283.08,232.23,234.39,4512973
PRC000185,CMP081,2020-04-10,203.85,226.33,186.8,207.2,1593580
PRC000186,CMP060,2020-12-06,152.68,161.8,145.71,159.03,3544869
PRC000187,CMP060,2024-08-26,154.27,175.54,138.3,171.95,3790118
PRC000188,CMP070,2020-10-04,54.32,58.4,52.86,56.1,3298282
PRC000189,CMP026,2024-12-12,212.64,227.02,206.93,218.79,3815159
PRC000190,CMP021,2024-01-11,54.19,56.82,48.92,54.54,1037364
PRC000191,CMP050,2024-01-28,54.68,60.47,49.48,50.42,4293169
PRC000192,CMP022,2021-11-17,309.92,317.35,284.34,285.79,4744687
PRC000193,CMP007,2022-05-09,436.94,493.48,426.31,436.02,2585213
PRC000194,CMP016,2020-09-26,161.66,180.3,150.84,169.3,1702643
PRC000195,CMP064,2023-01-18,11.73,13.08,11.71,12.39,49239
PRC000196,CMP059,2022-04-19,307.91,330.7,297.89,319.53,3707719
PRC000197,CMP080,2023-07-11,48.91,53.31,47.11,50.5,4678057
PRC000198,CMP045,2020-03-16,411.86,424.69,400.44,401.78,1220488
PRC000199,CMP012,2020-04-10,428.38,471.24,374.53,403.39,914415
PRC000200,CMP077,2023-03-18,214.31,220.04,192.7,209.41,4716884
PRC000201,CMP012,2024-04-22,96.94,103.56,88.52,102.53,2511664
PRC000202,CMP071,2020-05-12,168.18,190.82,147.49,180.35,2457458
PRC000203,CMP053,2022-12-10,240.7,245.11,209.67,221.34,1761310
PRC000204,CMP081,2022-12-19,350.96,383.18,345.21,372.92,736427
PRC000205,CMP037,2022-05-24,246.99,272.5,212.39,271.68,2655898
PRC000206,CMP079,2023-02-26,137.23,149.07,124.4,147.27,4165079
PRC000207,CMP079,2021-04-21,264.66,289.74,245.11,253.14,2437790
PRC000208,CMP016,2024-02-19,489.84,489.96,488.08,489.26,1740217
PRC000209,CMP072,2024-07-08,401.79,462.0,376.84,405.27,1782219
PRC000210,CMP040,2021-09-06,15.54,16.01,14.88,15.77,4251420
PRC000211,CMP051,2024-01-23,279.5,311.66,274.73,287.04,4773459
PRC000212,CMP044,2023-10-09,311.84,313.2,303.62,306.79,4020051
PRC000213,CMP081,2022-08-01,458.92,513.8,414.47,462.3,4505410
PRC000214,CMP008,2024-09-06,449.01,480.16,394.17,473.95,4372079
PRC000215,CMP027,2023-03-28,156.68,173.72,149.27,162.37,2783663
PRC000216,CMP036,2024-09-17,401.77,455.29,380.46,453.02,262499
PRC000217,CMP078,2022-03-08,176.18,186.1,162.06,166.05,1572848
PRC000218,CMP041,2023-12-24,301.64,340.76,267.64,319.21,266316
PRC000219,CMP039,2021-03-18,143.03,144.89,124.21,131.89,4405861
PRC000220,CMP012,2022-06-27,158.14,160.8,139.52,156.07,4245591
PRC000221,CMP062,2024-02-09,22.22,23.83,20.55,21.17,4393509
PRC000222,CMP067,2023-10-17,162.08,170.04,143.37,145.99,1114312
PRC000223,CMP015,2020-01-09,110.54,111.15,104.11,110.2,2609700
PRC000224,CMP060,2024-12-26,466.85,514.96,425.23,433.04,388048
PRC000225,CMP040,2023-08-01,60.52,67.48,53.75,54.06,1761313
PRC000226,CMP057,2023-10-06,167.23,172.06,160.29,164.05,987926
PRC000227,CMP072,2022-11-18,143.6,146.99,141.13,146.75,859786
PRC000228,CMP037,2023-03-21,111.22,117.06,105.91,107.49,2054741
PRC000229,CMP007,2020-09-23,93.92,98.31,81.35,90.52,244208
PRC000230,CMP055,2022-03-13,240.66,265.04,236.84,238.36,1502418
PRC000231,CMP058,2023-06-16,355.29,402.79,321.74,377.67,2984192
PRC000232,CMP069,2020-06-09,163.1,183.1,145.66,170.78,3907535
PRC000233,CMP013,2022-07-22,288.22,292.24,253.53,280.57,2604754
PRC000234,CMP029,2020-10-21,345.39,382.19,321.28,335.39,2165703
PRC000235,CMP042,2022-07-17,457.3,484.19,409.31,459.12,4090502
PRC000236,CMP022,2021-08-01,24.83,26.6,23.52,24.94,2925398
PRC000237,CMP014,2021-10-29,306.18,312.03,301.45,310.1,4666323
PRC000238,CMP053,2021-05-03,328.23,367.24,302.0,328.15,2045228
PRC000239,CMP076,2022-06-01,278.5,319.18,262.47,281.79,3653011
PRC000240,CMP010,2024-02-23,287.93,302.71,257.95,265.7,4817640
PRC000241,CMP013,2024-08-10,420.01,427.21,382.46,397.02,3735744
PRC000242,CMP077,2024-04-28,96.33,110.14,95.32,96.93,3179535
PRC000243,CMP018,2024-12-22,170.43,186.92,168.86,172.79,4872834
PRC000244,CMP020,2022-07-16,452.6,495.79,452.59,458.93,4457496
PRC000245,CMP041,2021-09-05,152.84,166.95,142.59,147.6,4784825
PRC000246,CMP045,2020-07-01,399.23,439.93,344.23,433.87,4889268
PRC000247,CMP038,2020-05-07,13.98,16.05,13.13,13.5,3098266
PRC000248,CMP046,2020-08-12,451.53,517.09,451.47,488.22,2368342
PRC000249,CMP041,2023-12-28,434.18,449.5,388.45,412.52,3212072
PRC000250,CMP018,2021-01-20,208.96,222.6,202.34,205.85,4660213
PRC000251,CMP017,2020-10-02,198.45,225.97,173.45,181.55,98330
PRC000252,CMP056,2020-10-05,45.16,45.27,40.27,42.7,711208
PRC000253,CMP078,2022-05-21,77.24,86.58,67.27,84.53,1509249
PRC000254,CMP029,2021-01-15,232.65,247.45,204.03,220.73,3564244
PRC000255,CMP065,2021-07-05,306.24,332.79,267.34,282.84,3447357
PRC000256,CMP062,2023-12-14,464.02,504.14,461.69,463.3,3092861
PRC000257,CMP068,2024-10-25,65.45,70.18,58.67,60.31,2344947
PRC000258,CMP061,2023-07-15,237.82,240.61,206.07,209.12,655998
PRC000259,CMP044,2022-12-31,345.2,373.12,315.19,350.7,91457
PRC000260,CMP054,2021-12-23,239.75,258.19,222.88,248.79,2472434
PRC000261,CMP073,2021-06-17,151.71,152.51,130.71,147.05,516209
PRC000262,CMP038,2024-07-14,318.36,345.97,291.0,327.08,229992
PRC000263,CMP036,2021-05-31,150.54,152.4,139.12,150.43,1112815
PRC000264,CMP078,2020-12-23,311.74,324.61,299.72,318.17,4965127
PRC000265,CMP031,2022-09-20,372.09,408.88,351.45,361.52,1517737
PRC000266,CMP019,2023-05-04,401.69,453.63,381.03,387.16,1294106
PRC000267,CMP085,2022-06-20,420.43,467.9,394.39,422.56,1404273
PRC000268,CMP015,2020-04-17,113.32,125.8,107.45,119.24,1406934
PRC000269,CMP069,2021-04-23,237.37,254.33,220.41,252.57,3186999
PRC000270,CMP056,2020-01-25,344.92,365.1,331.33,349.24,2423564
PRC000271,CMP006,2020-07-18,464.34,495.6,417.08,492.6,4457811
PRC000272,CMP035,2021-11-17,322.34,368.57,301.46,363.07,2268659
PRC000273,CMP031,2024-02-12,140.87,142.95,127.04,133.26,4939577
PRC000274,CMP041,2023-01-26,387.54,417.77,348.14,417.3,89734
PRC000275,CMP014,2023-11-04,339.67,382.04,339.06,343.26,3741834
PRC000276,CMP080,2020-07-07,182.24,202.07,175.35,176.26,478160
PRC000277,CMP082,2020-09-06,469.87,516.15,410.99,510.94,1007440
PRC000278,CMP083,2023-03-05,52.33,57.08,49.38,55.26,1550951
PRC000279,CMP010,2023-08-01,449.04,495.9,431.98,461.83,3804761
PRC000280,CMP042,2021-06-11,462.12,481.28,432.52,476.57,1359669
PRC000281,CMP008,2021-06-12,392.56,408.89,388.89,396.66,2221169
PRC000282,CMP051,2020-12-31,97.19,98.2,82.91,85.98,4128675
PRC000283,CMP014,2022-06-23,63.13,68.25,59.05,64.7,2173618
PRC000284,CMP058,2020-02-08,60.61,61.27,55.42,56.89,4176021
PRC000285,CMP035,2020-11-06,82.94,90.91,71.33,84.34,2767821
PRC000286,CMP063,2022-09-06,453.26,492.33,418.22,487.88,3658916
PRC000287,CMP029,2020-01-07,207.92,230.62,182.59,185.96,3225781
PRC000288,CMP046,2021-11-13,477.54,536.13,443.01,495.83,2541306
PRC000289,CMP069,2024-10-13,206.3,225.87,176.63,181.09,2853653
PRC000290,CMP023,2023-02-09,49.42,52.83,43.74,49.63,330933
PRC000291,CMP014,2023-07-15,484.08,532.06,462.38,489.56,3014700
PRC000292,CMP005,2021-01-30,248.39,281.37,232.07,241.41,213773
PRC000293,CMP070,2023-08-10,362.67,394.93,336.06,339.77,2582433
PRC000294,CMP003,2020-03-16,254.85,291.74,223.82,289.47,2847129
PRC000295,CMP084,2023-09-28,37.47,41.9,37.23,37.78,4389245
PRC000296,CMP075,2021-04-22,234.6,258.46,203.83,211.97,605260
PRC000297,CMP080,2020-04-03,28.07,28.67,25.32,26.9,2036768
PRC000298,CMP040,2024-08-07,353.64,360.56,344.5,345.3,817146
PRC000299,CMP014,2020-08-21,233.53,239.51,212.83,234.65,4171341
PRC000300,CMP044,2024-07-19,301.54,329.39,298.69,304.91,3373292
PRC000301,CMP028,2024-04-14,168.88,193.6,154.29,159.69,383407
PRC000302,CMP054,2020-12-10,300.61,315.74,295.17,298.08,3104175
PRC000303,CMP013,2024-06-08,281.17,299.67,242.13,244.47,3156215
PRC000304,CMP023,2020-07-01,391.05,391.97,362.49,362.68,4981572
PRC000305,CMP017,2021-02-26,444.59,472.35,390.74,453.79,1201307
PRC000306,CMP079,2023-11-17,323.51,348.89,303.52,346.08,316589
PRC000307,CMP039,2021-12-13,302.17,334.68,274.43,279.73,3514030
PRC000308,CMP013,2023-06-21,12.24,12.67,12.02,12.36,3036848
PRC000309,CMP081,2023-09-12,432.74,496.79,399.8,444.82,1746742
PRC000310,CMP061,2022-10-15,145.45,149.68,128.07,142.88,1480111
PRC000311,CMP027,2022-06-09,88.28,100.5,87.56,92.27,2109743
PRC000312,CMP007,2023-01-05,173.8,194.79,154.03,155.8,1476452
PRC000313,CMP031,2024-01-17,87.44,87.82,80.69,81.2,3732428
PRC000314,CMP042,2021-04-16,300.43,315.12,291.47,307.48,924861
PRC000315,CMP049,2024-12-30,169.8,172.3,151.01,169.53,1852053
PRC000316,CMP028,2023-06-02,46.03,50.07,45.65,47.58,3817740
PRC000317,CMP046,2021-07-06,97.25,102.7,90.57,92.93,1697267
PRC000318,CMP015,2024-10-10,174.59,175.43,159.7,164.11,3906184
PRC000319,CMP078,2020-11-17,234.7,240.73,222.6,238.67,1426522
PRC000320,CMP067,2022-09-28,293.28,317.6,283.17,297.34,1816652
PRC000321,CMP032,2021-05-22,299.87,337.52,287.31,323.96,2746557
PRC000322,CMP074,2020-01-11,222.78,230.21,191.79,228.15,3505524
PRC000323,CMP005,2022-05-21,490.29,493.24,455.68,484.55,4456371
PRC000324,CMP064,2021-05-07,203.22,227.9,181.98,186.48,698022
PRC000325,CMP017,2022-01-04,283.66,284.19,252.52,282.6,2482269
PRC000326,CMP021,2023-12-11,127.14,146.19,126.84,139.79,3853743
PRC000327,CMP018,2024-11-25,430.38,478.62,428.8,451.46,3401409
PRC000328,CMP001,2024-10-28,100.62,113.77,91.16,107.08,594062
PRC000329,CMP035,2023-11-30,198.59,219.17,182.77,193.57,4551275
PRC000330,CMP043,2024-02-15,291.86,300.93,261.89,286.11,460793
PRC000331,CMP050,2022-01-18,262.22,298.01,247.9,250.48,3904662
PRC000332,CMP009,2023-02-22,313.38,330.56,305.14,319.34,1718253
PRC000333,CMP075,2024-11-19,77.82,81.73,71.52,78.15,1760879
PRC000334,CMP065,2023-10-25,379.06,422.32,360.84,416.04,3548786
PRC000335,CMP068,2024-08-25,145.8,147.19,138.25,142.6,1030361
PRC000336,CMP058,2023-06-25,240.38,259.56,210.62,254.64,3089231
PRC000337,CMP009,2021-01-20,401.95,458.95,353.19,452.7,3841926
PRC000338,CMP010,2020-08-11,52.78,55.87,51.36,55.68,1383159
PRC000339,CMP067,2023-07-08,145.21,160.39,134.4,157.14,191339
PRC000340,CMP045,2022-05-10,153.65,176.0,141.17,145.77,3724367
PRC000341,CMP030,2024-09-05,371.48,372.68,360.95,361.21,4359892
PRC000342,CMP042,2022-09-22,325.89,346.01,309.13,332.96,4978441
PRC000343,CMP073,2020-09-27,336.27,363.01,308.6,333.52,2572066
PRC000344,CMP007,2020-10-30,94.15,97.82,87.31,97.51,2963192
PRC000345,CMP069,2021-08-07,149.35,170.77,135.49,141.16,1530079
PRC000346,CMP020,2020-11-26,486.87,548.17,436.27,510.84,1996694
PRC000347,CMP048,2021-01-12,67.29,77.32,61.49,68.47,1721967
PRC000348,CMP048,2022-07-07,285.62,287.11,272.04,277.22,4529729
PRC000349,CMP064,2024-04-22,487.98,527.04,479.09,480.29,1220568
PRC000350,CMP070,2022-11-05,474.42,540.45,463.31,538.15,2779983
PRC000351,CMP074,2023-09-27,327.15,341.65,283.18,339.87,1234825
PRC000352,CMP015,2024-02-07,401.79,445.7,346.2,379.9,4018985
PRC000353,CMP052,2023-06-18,451.09,460.52,413.81,428.2,1849553
PRC000354,CMP075,2022-12-14,228.53,231.7,226.64,229.89,1864477
PRC000355,CMP058,2023-10-18,392.83,438.03,381.3,386.04,733970
PRC000356,CMP066,2020-04-24,488.16,517.04,452.25,491.33,3029831
PRC000357,CMP002,2021-08-05,204.8,226.79,191.66,205.22,2894400
PRC000358,CMP057,2024-02-27,182.16,208.87,158.27,162.7,3487387
PRC000359,CMP055,2024-02-01,403.81,421.29,355.01,419.33,3475509
PRC000360,CMP061,2024-11-11,78.39,85.29,77.38,79.02,4407544
PRC000361,CMP012,2020-01-14,493.45,498.34,422.39,479.82,3435804
PRC000362,CMP073,2024-03-26,323.01,336.25,314.54,324.57,1149627
PRC000363,CMP039,2024-09-05,107.64,121.08,102.97,111.85,4910082
PRC000364,CMP001,2020-11-11,158.92,172.25,147.87,148.52,2204494
PRC000365,CMP037,2022-05-04,157.08,172.17,142.08,145.82,1505683
PRC000366,CMP036,2022-10-06,251.02,276.92,241.8,245.99,560728
PRC000367,CMP034,2023-07-10,303.46,319.93,281.59,298.31,3994318
